Year,Month,Day,Hour,Minute,DHI,DNI,GHI,DHI_1,DNI_1,GHI_1,Dew Point,Temperature,Pressure,Relative Humidity,Solar Zenith Angle,Precipitable Water,Snow Depth,Wind Direction,Wind Speed
2011,1,1,0,30,0,0,0,0,0,0,3,15.60433444,991.2418823,44.27317466,174.4832479,1.978425392,0,32.15282822,2.022107363
2011,1,1,1,30,0,0,0,0,0,0,4,15.34793474,990.6013794,47.83058483,164.3016876,2.007537948,0,22.50823975,2.084589005
2011,1,1,2,30,0,0,0,0,0,0,3,15.16321022,990.2165527,45.85812076,151.304289,2.053827405,0,14.50730133,2.085224628
2011,1,1,3,30,0,0,0,0,0,0,4,14.95489201,989.6856689,49.66247697,138.1277898,2.119717883,0,10.07244873,1.985580325
2011,1,1,4,30,0,0,0,0,0,0,4,14.75391831,989.8219604,48.81027229,125.0354215,2.233531179,0,8.28603363,1.662329316
2011,1,1,5,30,0,0,0,0,0,0,0,6.543223539,988.2832031,62.42636799,112.1741629,0.735488923,0,322.782196,2.676529884
2011,1,1,6,30,0,0,0,0,0,0,0,6.256964706,988.8091431,63.39554858,99.64103383,0.716786038,0,314.0366516,2.459958315
2011,1,1,7,30,7,0,7,6,0,6,1,8.284764082,989.598938,60.92245876,87.63672054,0.701898106,0,304.5993652,2.296569586
2011,1,1,8,30,97,22,103,99,21,104,1,11.15818145,990.1373901,49.99388089,76.44527145,0.696020579,0,298.3634644,1.929630041
2011,1,1,9,30,166,12,171,168,13,174,3,14.60322918,990.7719116,45.87207893,66.4909494,0.698127896,0,296.3220825,1.689457417
2011,1,1,10,30,251,75,291,260,74,299,2,18.21140564,990.614502,35.34527641,58.42834155,0.701079854,0,310.1752625,2.336497784
2011,1,1,11,30,273,459,549,303,314,492,2,19.84437657,990.0238647,31.42059373,53.1377863,0.706544423,0,314.2694702,2.470676661
2011,1,1,12,30,208,668,624,324,251,481,2,20.56586326,989.2661743,29.69130285,51.48797404,0.712072144,0,314.2829285,2.527106285
2011,1,1,13,30,193,663,585,250,485,536,2,20.6180839,988.6165161,29.42175936,53.81671901,0.719898332,0,311.9523926,2.635348558
2011,1,1,14,30,177,600,481,204,517,465,1,19.97715911,988.081543,30.15622015,59.6576222,0.731088493,0,310.6647644,2.845380068
2011,1,1,15,30,156,460,328,180,357,313,2,18.62185843,988.159668,33.03634952,68.10732272,0.739424284,0,308.5517578,2.974667311
2011,1,1,16,30,98,180,135,98,86,116,3,15.87636357,988.2280884,42.35582959,78.31727594,0.739681791,0,301.96698,2.99255085
2011,1,1,17,30,0,0,0,0,0,0,3,13.82354413,988.4099121,48.51662472,89.6740226,0.724766842,0,299.5930176,3.345499992
2011,1,1,18,30,0,0,0,0,0,0,2,13.07259209,988.7766724,49.71370713,101.7897422,0.70340094,0,300.2987061,3.598365784
2011,1,1,19,30,0,0,0,0,0,0,2,12.37400568,989.0957642,50.82896258,114.3953737,0.681279494,0,302.223938,3.752247095
2011,1,1,20,30,0,0,0,0,0,0,2,11.67762973,989.1657104,52.01584898,127.3223348,0.65899897,0,304.191925,3.808777094
2011,1,1,21,30,0,0,0,0,0,0,1,10.97028146,988.8913574,53.69594683,140.4400174,0.633141399,0,305.1106567,3.762812376
2011,1,1,22,30,0,0,0,0,0,0,1,10.29901126,988.2824097,55.47000799,153.610445,0.605530139,0,305.6345215,3.674999952
2011,1,1,23,30,0,0,0,0,0,0,1,9.653633582,987.3598022,57.28874048,166.4819382,0.578530122,0,305.3490601,3.582970858
2011,1,2,0,30,0,0,0,0,0,0,1,9.054793166,986.7581787,58.89922723,174.4156645,0.552985383,0,304.4893799,3.496971369
2011,1,2,1,30,0,0,0,0,0,0,1,8.526698372,986.3770752,60.38473192,164.3862305,0.529070716,0,304.62854,3.455463886
2011,1,2,2,30,0,0,0,0,0,0,1,8.044731789,985.9522705,61.70869241,151.4036162,0.506119649,0,305.6183472,3.461644173
2011,1,2,3,30,0,0,0,0,0,0,1,7.581531833,985.7615356,63.11329449,138.226999,0.488830365,0,306.7488403,3.485724926
2011,1,2,4,30,0,0,0,0,0,0,0,7.121844743,986.0385742,64.57132516,125.1296936,0.479154365,0,306.8658447,3.480867863
2011,1,2,5,30,0,0,0,0,0,0,0,6.64445449,986.4186401,66.28164542,112.2426206,0.477122682,0,305.4656372,3.381550312
2011,1,2,6,30,0,0,0,0,0,0,0,6.227817298,987.2592773,67.660073,99.70046814,0.477916249,0,302.5166626,3.205339432
2011,1,2,7,30,6,0,6,7,0,7,1,8.059816471,988.1624756,63.06468632,87.68403671,0.479261297,0,297.8187256,2.93091011
2011,1,2,8,30,106,63,121,97,22,103,1,10.99237734,989.0081787,53.14305518,76.47641898,0.478444351,0,292.0924377,2.191423893
2011,1,2,9,30,180,21,189,166,12,171,3,14.57507982,989.9641724,47.46561693,66.50042959,0.479237038,0,286.2888184,1.629862428
2011,1,2,10,30,234,18,244,251,75,291,3,18.53579828,990.4414063,35.79491141,58.40956952,0.485457495,0,296.8831482,1.998430252
2011,1,2,11,30,293,90,348,273,459,549,2,20.36991585,989.8831787,31.5429596,53.08516436,0.500257005,0,302.4377441,1.94308567
2011,1,2,12,30,306,354,527,208,668,624,2,21.21366143,989.0543823,29.64424389,51.40126205,0.520292132,0,306.7641907,1.795958877
2011,1,2,13,30,280,388,510,193,663,585,2,21.34386121,988.9249878,28.77847324,53.70339562,0.542671608,0,311.6138611,1.656984687
2011,1,2,14,30,264,134,332,177,600,481,2,20.69691404,988.7043457,29.17178966,59.52862831,0.561869322,0,315.9902649,1.683035135
2011,1,2,15,30,178,76,207,156,460,328,2,19.28963508,988.4158936,31.70896857,67.97145797,0.570931106,0,315.8252563,1.708115101
2011,1,2,16,30,60,0,60,98,180,135,3,16.1653616,988.5565186,43.99596874,78.17973184,0.572625841,0,304.9975281,1.617382407
2011,1,2,17,30,0,0,0,0,0,0,3,14.11713718,989.1964722,47.83194437,89.53753286,0.566649003,0,291.7119751,1.729338527
2011,1,2,18,30,0,0,0,0,0,0,2,13.35451403,989.984436,46.38029669,101.655111,0.56103528,0,281.8173218,2.00144434
2011,1,2,19,30,0,0,0,0,0,0,2,12.60896097,990.4434204,49.6587529,114.2630921,0.552104498,0,277.218811,2.342504263
2011,1,2,20,30,0,0,0,0,0,0,1,11.82320116,990.8293457,50.23907352,127.1922113,0.53914955,0,276.6688538,2.57677722
2011,1,2,21,30,0,0,0,0,0,0,1,11.01800161,990.5845337,51.98613393,140.3112794,0.524393622,0,279.0923462,2.668258905
2011,1,2,22,30,0,0,0,0,0,0,1,10.20647783,990.2930908,53.42161978,153.4810976,0.510428523,0,284.3866577,2.647594452
2011,1,2,23,30,0,0,0,0,0,0,0,9.416863567,989.8988037,55.09495762,166.3464852,0.497464552,0,291.2944946,2.590488434
2011,1,3,0,30,0,0,0,0,0,0,0,8.651374784,989.7487183,56.62246109,174.3495337,0.487533571,0,298.7710876,2.506749392
2011,1,3,1,30,0,0,0,0,0,0,0,7.931635194,989.552063,57.96176624,164.4482562,0.480329772,0,305.5148315,2.406333923
2011,1,3,2,30,0,0,0,0,0,0,0,7.150368033,989.6376343,59.45228684,151.4788982,0.47380888,0,310.3131714,2.181016922
2011,1,3,3,30,0,0,0,0,0,0,0,6.345805746,989.9118652,61.13351436,138.302368,0.47145442,0,308.8308716,1.899168968
2011,1,3,4,30,0,0,0,0,0,0,0,5.63473323,990.3334961,62.77505726,125.2009219,0.464482174,0,301.3981934,1.654214978
2011,1,3,5,30,0,0,0,0,0,0,-1,5.005436667,991.0048218,64.79922727,112.3070231,0.455218032,0,291.4746704,1.478510976
2011,1,3,6,30,0,0,0,0,0,0,-1,4.496884249,991.8041992,65.62712296,99.75543232,0.445969486,0,282.5374756,1.383168697
2011,1,3,7,30,6,0,6,6,0,6,0,6.549362257,992.3067627,60.34456722,87.72634616,0.438915371,0,278.6079102,1.347733855
2011,1,3,8,30,113,115,140,106,63,121,0,9.410686602,993.1973267,50.2581904,76.50197514,0.435959563,0,281.1559753,1.127448559
2011,1,3,9,30,185,299,305,180,21,189,0,12.90788746,994.0368652,40.397521,66.50365233,0.441328931,0,305.3519897,1.059366584
2011,1,3,10,30,269,230,390,234,18,244,0,15.17698276,994.2930298,34.35341387,58.38388575,0.455078283,0,324.8964844,1.289496541
2011,1,3,11,30,269,482,559,293,90,348,0,16.49748107,993.4654541,32.47593144,53.02517925,0.474703884,0,324.7747498,1.484471202
2011,1,3,12,30,226,607,606,306,354,527,0,17.26896268,992.4611206,31.35729659,51.30720238,0.495068874,0,319.8741455,1.746045589
2011,1,3,13,30,196,652,584,280,388,510,0,17.41116094,992.0176392,31.02428898,53.58332677,0.509541141,0,321.084137,1.980767727
2011,1,3,14,30,183,594,486,264,134,332,0,17.08253724,991.50177,31.07971572,59.39388008,0.514678625,0,326.6500244,1.99148953
2011,1,3,15,30,161,437,326,178,76,207,0,15.96225697,991.0062866,32.82919341,67.83090891,0.506171722,0,328.3795166,1.783633709
2011,1,3,16,30,99,165,134,60,0,60,0,13.20240852,991.2035522,41.93174212,78.0384668,0.491220335,0,316.1991882,1.41577816
2011,1,3,17,30,0,0,0,0,0,0,1,11.16602618,991.6485596,51.41930961,89.39808309,0.469697557,0,297.7791138,1.27725029
2011,1,3,18,30,0,0,0,0,0,0,0,10.40641004,991.8999634,47.80770533,101.5182285,0.447899933,0,282.415802,1.235191584
2011,1,3,19,30,0,0,0,0,0,0,0,9.651138893,992.1029663,54.21011226,114.1290695,0.428544101,0,269.9155273,1.243568778
2011,1,3,20,30,0,0,0,0,0,0,0,8.881543023,992.2286377,50.60690407,127.060717,0.414042754,0,263.987854,1.340667486
2011,1,3,21,30,0,0,0,0,0,0,0,8.088172663,992.1871948,53.35982542,140.181367,0.404314886,0,262.1004639,1.45924449
2011,1,3,22,30,0,0,0,0,0,0,-1,7.318441105,991.7212524,54.80189488,153.3504569,0.398628249,0,263.4018555,1.642461538
2011,1,3,23,30,0,0,0,0,0,0,0,6.571441473,991.8776245,59.33530643,166.2086384,0.3986764,0,266.6368408,1.946606159
2011,1,4,0,30,0,0,0,0,0,0,0,5.907868734,991.7149658,62.51414081,174.2732,0.406972783,0,271.8261414,2.260739565
2011,1,4,1,30,0,0,0,0,0,0,0,5.309807266,992.1470947,65.61534664,164.5050551,0.415608765,0,279.6836548,2.41614151
2011,1,4,2,30,0,0,0,0,0,0,0,4.659302821,991.7542114,68.14660099,151.5502493,0.420993652,0,287.3351135,2.349891663
2011,1,4,3,30,0,0,0,0,0,0,0,4.004737877,991.9685059,70.47635263,138.3740025,0.423931827,0,293.0110474,2.244040012
2011,1,4,4,30,0,0,0,0,0,0,-1,3.416143385,992.1183472,72.23327743,125.2682868,0.426376314,0,298.7123108,2.142341375
2011,1,4,5,30,0,0,0,0,0,0,-1,2.879058015,992.1950073,73.58673324,112.3672743,0.427787831,0,303.2860107,1.980646014
2011,1,4,6,30,0,0,0,0,0,0,-1,2.462890788,992.5407104,74.40640517,99.80584664,0.42879019,0,299.1737061,1.825707912
2011,1,4,7,30,6,0,6,6,0,6,-1,4.583553174,993.1867676,66.4941402,87.76361693,0.429814058,0,289.1664429,1.839813113
2011,1,4,8,30,108,77,126,113,115,140,0,7.643667474,993.6515503,55.28082138,76.52190447,0.426153886,0,284.2602539,1.679893255
2011,1,4,9,30,189,50,209,185,299,305,0,11.65617752,993.9331665,43.81593539,66.50059973,0.430650701,0,291.8049927,1.716719389
2011,1,4,10,30,231,25,245,269,230,390,-1,15.30703169,993.1237183,31.24453016,58.3512962,0.437434241,0,307.5649719,2.209346294
2011,1,4,11,30,296,91,351,269,482,559,-1,17.26582825,991.8419189,28.16243171,52.95785715,0.447861858,0,313.9850464,2.374147654
2011,1,4,12,30,276,29,295,226,607,606,-1,18.49716064,990.4831543,26.44317806,51.2058417,0.453998588,0,317.6457825,2.394738674
2011,1,4,13,30,292,76,338,196,652,584,-1,18.99944415,989.6308594,25.64333639,53.45658246,0.455075386,0,318.2363281,2.311426401
2011,1,4,14,30,240,53,268,183,594,486,-1,18.56965266,989.0144043,26.14089092,59.25347032,0.461177589,0,314.2296143,2.263111591
2011,1,4,15,30,184,156,244,161,437,326,-1,17.14719316,988.8295288,28.96609883,67.68578705,0.467206421,0,306.0982056,2.263764143
2011,1,4,16,30,71,0,71,99,165,134,0,13.90443407,989.3571167,40.19955838,77.89360889,0.475557393,0,292.0735779,2.373008728
2011,1,4,17,30,1,0,1,0,0,0,0,11.69460765,989.757019,45.25498563,89.25589909,0.47124362,0,284.815918,2.736842871
2011,1,4,18,30,0,0,0,0,0,0,0,10.85865494,990.1043701,46.20742046,101.3792012,0.465144112,0,283.3771973,2.969433069
2011,1,4,19,30,0,0,0,0,0,0,0,10.07557433,990.3354492,47.59085414,113.9934072,0.455776409,0,284.5164185,3.128046036
2011,1,4,20,30,0,0,0,0,0,0,-1,9.330826662,990.6835938,47.99721214,126.9279455,0.441322733,0,286.0227051,3.170595646
2011,1,4,21,30,0,0,0,0,0,0,-1,8.589787345,990.557251,49.11123377,140.0503622,0.427425726,0,286.3344116,3.150285244
2011,1,4,22,30,0,0,0,0,0,0,-2,7.889321187,990.0595703,49.61364775,153.218589,0.419976685,0,286.906311,3.07449007
2011,1,4,23,30,0,0,0,0,0,0,-2,7.220671306,989.7366943,50.49720398,166.0684529,0.415178974,0,287.455658,2.998360872
2011,1,5,0,30,0,0,0,0,0,0,-2,6.608620509,989.2114868,50.78259496,174.1867914,0.409871595,0,288.6383667,2.898391962
2011,1,5,1,30,0,0,0,0,0,0,-3,6.038207197,989.0595703,51.27202075,164.5563867,0.405500132,0,291.4691772,2.824415445
2011,1,5,2,30,0,0,0,0,0,0,-3,5.270222699,988.960144,52.59190784,151.6175032,0.398000274,0,294.5715637,2.857337236
2011,1,5,3,30,0,0,0,0,0,0,-3,4.375284245,988.8862915,54.55488153,138.4417697,0.38734729,0,297.6655579,2.980296135
2011,1,5,4,30,0,0,0,0,0,0,-4,3.496469345,989.4728394,56.70486263,125.3316771,0.379841397,0,299.9910278,3.084009647
2011,1,5,5,30,0,0,0,0,0,0,-4,2.694458577,990.519104,58.71717901,112.4232806,0.375873974,0,301.5383606,3.148217678
2011,1,5,6,30,0,0,0,0,0,0,-4,2.018239108,991.6184082,60.67674637,99.85163415,0.376107946,0,302.5585938,3.163042784
2011,1,5,7,30,5,0,5,6,0,6,-4,3.579380092,992.0224609,56.4714853,87.79580047,0.375153555,0,302.8757019,3.000392675
2011,1,5,8,30,100,29,107,108,77,126,-3,6.6502984,992.6766968,46.94284359,76.53616723,0.368462138,0,303.0222778,2.397521496
2011,1,5,9,30,175,18,183,189,50,209,-2,10.87239804,992.3955078,38.48731584,66.49125087,0.363679227,0,305.1965942,2.085340977
2011,1,5,10,30,262,58,293,231,25,245,-2,14.70637775,991.6901245,29.5723029,58.31179707,0.356431803,0,310.5797729,2.303074121
2011,1,5,11,30,306,138,390,296,91,351,-2,17.13926407,990.475708,26.17573694,52.88321429,0.360044867,0,313.1618652,2.438033342
2011,1,5,12,30,315,320,516,276,29,295,-2,18.66805381,989.3502197,24.23635877,51.09721627,0.373810313,0,314.6149902,2.597877741
2011,1,5,13,30,229,588,581,292,76,338,-2,19.40847696,988.581543,23.10320326,53.32322046,0.392115585,0,316.6005249,2.736778736
2011,1,5,14,30,179,606,491,240,53,268,-2,19.190212,988.0310059,23.06162957,59.10747707,0.405808156,0,318.4243164,2.850571394
2011,1,5,15,30,161,451,334,184,156,244,-1,17.87275389,987.9842529,25.87318515,67.53618356,0.407743669,0,317.2462158,2.855479002
2011,1,5,16,30,103,182,142,71,0,71,0,14.51489372,988.5560913,35.3851838,77.74525187,0.396321525,0,313.4282837,3.002480745
2011,1,5,17,30,1,0,1,1,0,1,-1,12.29013654,989.2939453,39.06598027,89.11101725,0.372329035,0,311.0836182,3.222488403
2011,1,5,18,30,0,0,0,0,0,0,-2,11.47077694,989.934021,38.96404443,101.2381348,0.34648822,0,308.6599731,3.234691143
2011,1,5,19,30,0,0,0,0,0,0,-2,10.65157743,990.3031006,39.00991902,113.8562052,0.321992663,0,305.3062134,3.103157759
2011,1,5,20,30,0,0,0,0,0,0,-3,9.839893423,990.4121094,38.91839564,126.7939876,0.300810875,0,301.9205933,2.867102146
2011,1,5,21,30,0,0,0,0,0,0,-3,9.071847955,990.0979614,39.56284518,139.9183435,0.285901341,0,296.9571533,2.644813061
2011,1,5,22,30,0,0,0,0,0,0,-4,8.362229503,989.614563,39.18768352,153.0855543,0.275868572,0,293.0819092,2.584204435
2011,1,5,23,30,0,0,0,0,0,0,-4,7.670482494,989.0072632,40.83181358,165.925975,0.270952064,0,293.6884766,2.634684801
2011,1,6,0,30,0,0,0,0,0,0,-5,7.037408893,989.0544434,40.72694357,174.0904647,0.272960248,0,297.6127319,2.735265493
2011,1,6,1,30,0,0,0,0,0,0,-5,6.44622237,989.0860596,42.24300842,164.6020089,0.28240204,0,300.7911377,2.779731274
2011,1,6,2,30,0,0,0,0,0,0,-6,5.854951224,989.194519,41.99684177,151.6804927,0.296168231,0,300.0057373,2.824052572
2011,1,6,3,30,0,0,0,0,0,0,-6,5.306422073,989.7263794,43.18878617,138.5055371,0.301972742,0,298.4459839,2.969354391
2011,1,6,4,30,0,0,0,0,0,0,-6,4.829452691,990.2067871,42.79165041,125.3909828,0.305511193,0,299.0978394,3.162046671
2011,1,6,5,30,0,0,0,0,0,0,-6,4.365157081,991.1832886,43.69666131,112.4749505,0.312143917,0,302.3824768,3.295513868
2011,1,6,6,30,0,0,0,0,0,0,-7,3.98386895,991.9031982,43.5971375,99.89272079,0.319317132,0,306.2984619,3.292657137
2011,1,6,7,30,5,0,5,5,0,5,-5,6.092779669,992.6450806,42.81300226,87.82285582,0.318502406,0,309.4946899,3.106995583
2011,1,6,8,30,100,28,107,100,29,107,-5,9.56645163,993.3515625,32.89760476,76.5447318,0.306855455,0,310.9299316,2.507819891
2011,1,6,9,30,171,15,177,175,18,183,-3,12.8982154,993.9244385,30.65084268,66.47559079,0.304207658,0,311.0393982,1.914741278
2011,1,6,10,30,247,62,280,262,58,293,-2,16.85703418,993.5338135,26.19842545,58.26539507,0.308728284,0,312.3586426,1.798478723
2011,1,6,11,30,286,470,571,306,138,390,-3,19.8294952,992.8551636,20.68843338,52.801277,0.319469923,0,317.3334351,2.053091526
2011,1,6,12,30,212,661,629,315,320,516,-3,21.2236527,992.0421753,19.21787574,50.9813722,0.336909272,0,319.3051758,2.110991955
2011,1,6,13,30,194,669,595,229,588,581,-2,21.48674899,991.458313,19.17247692,53.18330898,0.354614916,0,320.2648315,2.083984375
2011,1,6,14,30,180,608,494,179,606,491,-3,20.99133409,990.7686768,19.32785665,58.95598929,0.370418937,0,323.985199,2.130605221
2011,1,6,15,30,160,470,341,161,451,334,-1,19.43231776,990.3490601,23.76209981,67.38220134,0.374889692,0,326.022644,2.060016394
2011,1,6,16,30,99,247,153,103,182,142,0,15.62950048,990.4943237,35.49844896,77.59350445,0.373456149,0,324.2430725,2.13749218
2011,1,6,17,30,1,0,1,1,0,1,-1,13.35203547,990.6068726,36.74827526,88.96355066,0.373978204,0,322.2007446,2.335229635
2011,1,6,18,30,0,0,0,0,0,0,-2,12.42918124,991.1856079,36.10390166,101.0951346,0.385967415,0,319.7583008,2.4484272
2011,1,6,19,30,0,0,0,0,0,0,-2,11.60685941,991.1165161,36.53477141,113.7175617,0.403781268,0,316.6514282,2.543880701
2011,1,6,20,30,0,0,0,0,0,0,-3,10.81011422,991.161377,36.38808062,126.6589317,0.421657561,0,309.1188354,2.595089436
2011,1,6,21,30,0,0,0,0,0,0,-4,10.03774804,991.1280518,36.41110776,139.7853856,0.427765211,0,299.5311279,2.653122663
2011,1,6,22,30,0,0,0,0,0,0,-4,9.304932845,990.8986206,36.60211173,152.9514083,0.430619128,0,292.3490601,2.797308445
2011,1,6,23,30,0,0,0,0,0,0,-5,8.595916555,990.5076294,36.33957778,165.7812428,0.431324527,0,289.3283997,2.968198061
2011,1,7,0,30,0,0,0,0,0,0,-5,7.940782007,990.2001343,36.86418426,173.9844015,0.43062148,0,290.7652283,3.093646526
2011,1,7,1,30,0,0,0,0,0,0,-6,7.328113946,989.9317017,36.61292067,164.641679,0.431920528,0,295.289032,3.17373538
2011,1,7,2,30,0,0,0,0,0,0,-6,6.714719544,989.6929321,37.57271765,151.7390503,0.434649955,0,301.6194458,3.163205385
2011,1,7,3,30,0,0,0,0,0,0,-7,6.1424171,989.519043,37.35585438,138.5651732,0.448415044,0,307.2849426,3.111809969
2011,1,7,4,30,0,0,0,0,0,0,-7,5.61784123,989.5824585,38.68090849,125.4460959,0.46438988,0,310.7766724,3.025781393
2011,1,7,5,30,0,0,0,0,0,0,-7,5.153906767,990.2230225,38.40038239,112.5221949,0.48027983,0,312.3583069,2.852704287
2011,1,7,6,30,0,0,0,0,0,0,-7,4.83761355,990.8195801,39.64438821,99.92903548,0.490899982,0,311.9346313,2.631498098
2011,1,7,7,30,5,0,5,5,0,5,-5,7.173650826,991.3299561,40.21976874,87.84469215,0.498159887,0,310.4893799,2.403814793
2011,1,7,8,30,103,39,113,100,28,107,-6,10.74308012,992.0143433,30.10475924,76.54755417,0.504008966,0,309.3565063,1.786896467
2011,1,7,9,30,182,51,203,171,15,177,-4,13.85274236,992.2970581,27.30838469,66.4536042,0.505690113,0,304.9801025,1.121298552
2011,1,7,10,30,271,322,441,247,62,280,-2,17.87169363,991.9763794,24.32494446,58.21209663,0.51137761,0,302.725708,0.940156758
2011,1,7,11,30,236,580,588,286,470,571,-4,21.13650447,990.7288818,17.31425818,52.7120717,0.517179099,0,309.8847046,1.159380913
2011,1,7,12,30,203,678,631,212,661,629,-4,22.25331648,989.7466431,16.72904473,50.858356,0.521726813,0,301.5956726,1.024750233
2011,1,7,13,30,195,670,598,194,669,595,-3,22.42949709,989.1192017,17.10605841,53.03691745,0.525153586,0,292.9083252,0.89422828
2011,1,7,14,30,180,610,497,180,608,494,-3,21.69003701,988.7453613,18.24921622,58.79909736,0.525202945,0,291.8028259,0.956035495
2011,1,7,15,30,161,466,342,160,470,341,-3,19.55020591,988.1462402,20.73116497,67.22394425,0.523844773,0,294.8391113,1.049403071
2011,1,7,16,30,105,199,149,99,247,153,1,16.30254755,988.3901978,37.89706147,77.43847856,0.519175576,0,292.9787292,1.040591002
2011,1,7,17,30,1,0,1,1,0,1,-2,13.99705825,988.666748,32.53295109,88.81361516,0.508215597,0,289.601593,0.9495911
2011,1,7,18,30,0,0,0,0,0,0,-3,13.08697426,988.9375,32.54404348,100.9503049,0.503940806,0,281.043335,0.828429163
2011,1,7,19,30,0,0,0,0,0,0,-3,12.23579252,988.9885864,33.11337924,113.5775735,0.505727673,0,266.968811,0.76219517
2011,1,7,20,30,0,0,0,0,0,0,-3,11.45596838,989.1431274,35.0173639,126.5228638,0.509984301,0,255.3915253,0.776542366
2011,1,7,21,30,0,0,0,0,0,0,-3,10.68561806,989.2107544,37.440489,139.6515594,0.512538345,0,245.3663635,0.84905988
2011,1,7,22,30,0,0,0,0,0,0,-2,10.00248526,988.6887817,40.07031485,152.8162009,0.518795998,0,240.6351166,0.964494526
2011,1,7,23,30,0,0,0,0,0,0,-2,9.302898138,988.5202026,42.78305861,165.6342865,0.526013459,0,241.2765198,1.09869957
2011,1,8,0,30,0,0,0,0,0,0,-2,8.609819199,987.9514771,45.58294719,173.8688035,0.534862397,0,244.5520782,1.23877573
2011,1,8,1,30,0,0,0,0,0,0,-2,7.961126376,988.1030884,46.81359694,164.6751546,0.549820505,0,250.3660889,1.374178767
2011,1,8,2,30,0,0,0,0,0,0,-3,7.225355839,987.8980103,47.56705658,151.7930086,0.570287744,0,252.1315918,1.44865489
2011,1,8,3,30,0,0,0,0,0,0,-2,6.442111034,987.8953857,51.08731435,138.6205478,0.596477229,0,252.844162,1.501321673
2011,1,8,4,30,0,0,0,0,0,0,-2,5.728969686,988.1506958,53.82615308,125.4969101,0.62152857,0,253.3505096,1.494851112
2011,1,8,5,30,0,0,0,0,0,0,-2,5.077807878,988.6837769,57.9487879,112.5649276,0.64173338,0,250.6233673,1.420381188
2011,1,8,6,30,0,0,0,0,0,0,-2,4.58076987,989.3399048,60.47491015,99.96051025,0.658730976,0,243.8652191,1.342962265
2011,1,8,7,30,5,0,5,5,0,5,0,6.784116654,989.9437866,59.25875503,87.86125493,0.669366374,0,233.791626,1.301573634
2011,1,8,8,30,99,28,106,103,39,113,0,9.969353829,990.4119263,49.06741651,76.54460326,0.678153578,0,225.0312195,1.095956802
2011,1,8,9,30,176,18,184,182,51,203,1,13.47260659,990.5844116,44.87843324,66.42528084,0.707588755,0,214.4865417,0.846445739
2011,1,8,10,30,228,15,236,271,322,441,1,17.79448845,990.2979736,34.47332265,58.15191264,0.744675085,0,204.2347107,1.314807415
2011,1,8,11,30,264,27,281,236,580,588,2,19.81360995,989.0114136,32.35788709,52.61562737,0.785961966,0,204.096344,1.296777725
2011,1,8,12,30,329,308,524,203,678,631,3,20.90709562,988.1557007,31.34241792,50.7282163,0.838723649,0,207.0469208,1.180021167
2011,1,8,13,30,224,623,600,195,670,598,3,21.24842362,987.5522461,31.08787158,52.88411623,0.896139611,0,208.4830627,1.052138925
2011,1,8,14,30,182,611,500,180,610,497,3,20.70339508,986.9906616,32.74173517,58.63689221,0.944978677,0,218.8694,0.989072621
2011,1,8,15,30,150,501,346,161,466,342,4,19.26338004,986.5845337,36.65226467,67.06151735,0.980762413,0,234.8054504,0.88937217
2011,1,8,16,30,106,210,153,105,199,149,6,16.04112038,986.807251,54.14815596,77.2802804,0.998415642,0,252.6812592,0.74124974
2011,1,8,17,30,1,0,1,1,0,1,6,14.01708614,987.1813965,59.47193978,88.66130496,1.001661584,0,277.4708557,0.627673805
2011,1,8,18,30,0,0,0,0,0,0,4,13.24181001,987.4752808,56.47633033,100.8037494,0.993480464,0,300.9099121,0.631915271
2011,1,8,19,30,0,0,0,0,0,0,4,12.52837506,988.0768433,56.9905402,113.4363353,0.960518033,0,313.5109863,0.725749552
2011,1,8,20,30,0,0,0,0,0,0,3,11.76235333,988.2207031,57.26223176,126.3858669,0.902696581,0,320.5501709,0.700167418
2011,1,8,21,30,0,0,0,0,0,0,3,10.97014542,988.3859253,58.45430211,139.5169322,0.832869696,0,324.4825134,0.534428477
2011,1,8,22,30,0,0,0,0,0,0,2,10.22569443,988.2911377,59.01899888,152.6799772,0.756511977,0,319.6802979,0.344230503
2011,1,8,23,30,0,0,0,0,0,0,2,9.434013585,987.9051514,60.28882368,165.4851286,0.687083641,0,296.451416,0.212214202
2011,1,9,0,30,0,0,0,0,0,0,1,8.668944914,987.8700562,61.02090652,173.7438885,0.633086697,0,258.6575928,0.212407649
2011,1,9,1,30,0,0,0,0,0,0,1,7.936161713,987.7346802,62.10386898,164.7021954,0.593701968,0,249.5624084,0.308283955
2011,1,9,2,30,0,0,0,0,0,0,0,7.050713031,987.6535645,64.91498219,151.8422004,0.564998231,0,271.2051392,0.566215813
2011,1,9,3,30,0,0,0,0,0,0,0,6.077298359,987.4817505,66.3437678,138.6715317,0.532909737,0,284.8392944,0.89240694
2011,1,9,4,30,0,0,0,0,0,0,0,5.144758459,987.3764648,65.10463152,125.5433217,0.493449206,0,293.7837219,1.136376143
2011,1,9,5,30,0,0,0,0,0,0,-2,4.251351616,987.8519287,61.91013171,112.6030649,0.455178991,0,300.5244446,1.286796689
2011,1,9,6,30,0,0,0,0,0,0,-3,3.50814897,988.4560547,58.35073407,99.98708035,0.42129059,0,304.1492004,1.32221806
2011,1,9,7,30,5,0,5,5,0,5,-4,5.578436964,989.289917,48.62220785,87.87250251,0.390761458,0,305.5446167,1.256477952
